Nama_Resep,Bahan_Bahan,Cara_Membuat,Jenis_Resep,Bahan_1,Bahan_2,Bahan_3,Bahan_4,Bahan_5
tumis tempe tomat,1 buah tempe--2 buah tomat ukuran kecil--3 siung bawang merah--2 siung bawang putih--17 biji cabe merah--Secukupnya garam--Secukupnya vetsin--Secukupnya gula merah--1 sdm saus sambal--Secukupnya air--Secukupnya minyak goreng--,"Cuci cabe, tomat, bawang merah, & bawang putih--Lalu ulek bawang merah, bawang putih, cabe, & garam secukupnya, sisihkan--Poyong dadu tempe, sisihkan. Potong2 tomat, sisihkan.--Panaskan teflon dgn sedikit minyak goreng, masukkan bumbu yang sudah diulek sampai matang--Lalu masukkan tempe beri sedikit air, tambahkan vetsin, gula merah, cicipi rasa--Masukkan irisan tomat, aduk2, tunggu beberapa saat.--Angkat, siap dinikmati",tempe,tempe,tomat,cabai,bawang merah,bawang putih
tumis timun udang,12 ekor udang--1 buah timun--1/4 bawang bombay--1 biji cabai (bisa di skip)--1 sdt Bawang putih halus--Minyak goreng untuk menumis--Bumbu udang--1/8 garam--Bubuk lada--Sedikit tepung aci--Bumbu--2 sdm air--1/2 sdt garam--1 sdt saus tiram--Sedikit minyak wijen--Sedikit aci--,"Daging udang buang usus, lap kering tambahi bumbu, diamkan 10 menit. Celup ke air mendidih.Angkat--Timun potong memanjang, bawang bombay, cabai, semua potong--Panaskan minyak, tumis bawang bombay hingga wangi. Masukkan bawang putih, masukkan timun, cabai, udang, bumbu aduk rata.Jadilah--",udang,udang,timun,cabai,bawang bombai,bawang putih
tumis ttw tauge tempe wortel,"2 genggam toge panjang--2 batang wortel (iris memanjang mirip korek api)--1 papan tempe (iris tipis, goreng)--5 siung bawang merah (iris tipis)--4 siung bawang putih (iris tipis)--1 buah cabe besar (iris tipis)--5 buah cabe rawit (iris tipis)--1/2 sdt trasi--1 sdt saus tiram--2 batang daun bawang--secukupnya garam--secukupnya gula--secukupnya kaldu bubuk--","Tumis bumbu iris tipis,masukkan trasi, dan saus tiram. masukkan tempe, toge dan wortel. tambahkan sedikit air. tambahkan gula dan garam dan kaldu bubuk. tes rasa.--Tunggu matang. siap sajikan.--",tempe,tempe,tauge,wortel,bawang merah,bawang putih
tumis udang asin tahu pedas,1/4 Udang asin--5 buah tahu cina--15 buah cabai hijau--3 buah siung bawang putih--3 buah siung bawang merah--2 buah tomat hijau--1 ujung sendok teh lada--1 sendok teh kecap--Garam dan penyedap rasa--Minyak secukupnya untuk menggoreng--,"Rendam udang di air hanga kuku untuk menghilangkan rasa asin. Potong dadu tahu dan goreng hingga kecoklatan.--Potong serong cabai, bawang putih dan bawang merah. Tumis semua bahan yang ada.--Masukan udang sampai harum dan masukkan tahu. Beri kecap, garam dan penyedap rasa. Terakhir campurkan tomat hijau. Selasa siap di hidangkan.--",udang,udang,tahu,cabai,bawang putih,bawang merah
tumis udang bakso,1/4 kg udang--8 butir bakso--3 siung bawang putih Iris tipis--4 siung bawang merah Iris tipis--8 buah cabe rawit merah potong2--2 buah tomat hijau iris tipis--Saos tiram--Kecap--Lada garam--,"Cuci bersih udang. Lalu goreng sebentar.--Potong2 bakso sesuai selera lalu tumis. Setelah bakso ditumis masukkan bumbu iris, skip tomat.--Setelah bumbu harum masukkan udang dan tomat. Beri lada garam lalu saos tiram dan sedikit kecap. Beri air sedikit agar meresap. Cicipi. Jika sudah dirasa matang. Angkat dan sajikan...--Happy cooking everyone...--",udang,udang,bakso,cabai,bawang merah,bawang putih
tumis udang brokoli,1/4 udang(ukuran sedang)--2 buah wortel--1 bonggol brokoli--Bawang bombay--Bawang putih(cincang)--Jahe(iris)--1 sdm saus tiram--secukupnya Garam--Penyedap rasa--1 sdt gula pasir--,"Bersihkan udang(buang kulit sisakan buntutnya)belah punggung.lumuri air jeruk nipis untuk menghilangkan bau amis ya..--Potong wortel bulat tipis,brokoli bersihkan--Tumis bawang putih,jahe dan bawang bombay sampe harum,masukan udang sampe setengah matang masukan wortel. Kasih garam,gula pasir dan saus tiram, terahir masukan brokoli...matang angkat--Tumis udang brokoli siap d sajikan--",udang,udang,wortel,brokoli,bawang bombai,bawang putih
tumis udang bumbu saus tiram,1 kg udang ukuran besar--bawang merah iris2--bawang putih iris2--cabai merah iris2--jahe--1 buah tomat ukuran sedang potong kecil2--saus tiram--garam--masako rasa ayam--wortel--buncis--,"Cuci udang sampai bersih,LALU Tumis bawang merah bawang putih cabai merah dan jahe agak kekuningan lalu masukkan buncis dan wortel udang aduk prlahan2 masukkan tomat ttp sbntar lalu masukkan garam masako dan saos tiram,dan biarkan sbntr dengan api sedang agar bumbu agak kekentalan lalu tes rasa.stlh itu siapkan wadah tumis udang saus tiram siap di santap--",udang,udang,cabai,wortel,buncis,bawang merah
tumis udang buncis sederhana,3 siung bawang putih iris tipis--3 siung bawang merah iris tipis--50 gram udang yang telah dikuliti--100 gram buncis iris serong--Sedikit bihun--1 buah cabe keriting iris tipis--1 buah cabe rawit iris tipis--1/2 buah tomat iris tipis--Gula/penyedap rasa--Garam--,"Tumis bawang merah, bawang putih, cabe keriting, dan cabe rawit--Jika bawang telah wangi, masukkan irisan tomat. Tumis sampai layu--Masukkan udang. Tambahkan sedikit air, Tumis hingga udang berubah warna.--Jika udang telah matang masukkan buncis, dan bihun. Tumis sebentar hingga buncis layu.--Tambahkan garam, dan gula/penyedap rasa. Koreksi rasa--Hidangkan selagi hangat.--",udang,udang,buncis,cabai,tomat,bawang merah
tumis udang buncis wortel,"1/4 udang--1 gengam buncis--1 buah wortel ukuran sedang--1/2 bawang bombay--1 siung bawang putih--2 biji cabe merah--secukup,a mentega garam gula penyedap dan lada bubuk--1 sdt saus saori--","Cupas udang cuci bersih lalu ksih perasan jeruk nipis biar ga bau amis.. lalu kupas woryel cuci brsih brsma buncis lalu potong"" sesuai selera..--Potong bawang putih dan bombay cincang... lalu tumis dngan mentega..--Cuci udang lg stelah kna jeruk nipis lalu msukan k dlam tumisan bawang aduk"" sbntar lau msukan air secukup,a msukan wortel slira,a dah mtang msukan buncis..--Ksih saus saori lada bubuk gula garam oenyedap scukup,a lalu tes rasa sekira,a pas dan buncis sudah mtang lalu angkat.. sajikan..--",udang,udang,buncis,wortel,bawang bombai,bawang putih
tumis udang cabai hijau,250 gr Udang--2 bh Tomat hijau--6 bh Cabe hijau besar--1/2 bh Bawang bombay--2 siung Bawang putih--secukupnya Pete--1 sdt Kecap manis--secukupnya Garam--secukupnya Lada bubuk--,"Buang kepala udang, cuci bersih lalu goreng sebentar (+/- 5menit) Sisihkan--Iris bawang, cabe, tomat dan pete--Tumis bawang hingga layu dan harum. Masukan cabe hijau, tomat, serta pete. Aduk hingga layu.--Beri 50ml air, masukan udang yg sudah digoreng sebentar.--Bumbui dgn kecap manis, garam, merica bubuk. Koreksi rasa. Jika sudah pas, angkat udang.--Note : bila suka pedas bisa menambahkan cabe rawit--",udang,udang,tomat,cabai,bawang bombai,bawang putih
tumis udang dan tahu,"250 gr udang uk sedang, buang kepala--4 buah tahu cina potong dadu, goreng smpe berkulit--1/4 buah wortel, potong korek api--1/2 biji bawang bombay, iris memanjang--3 siung bawang putih--4 siung bawang merah--1 ruas jahe, geprek--7 buah cabe rawit setan, potong serong (bs ditmbh sesuai slera)--1 batang bawang daun, potong tebal--2 sdt kecap bango--1 sdt saos tomat--3 sdt saos tiram--secukupnya garam dan air--",tumies bawang bombai dg mienyak goreng hingga harum masukkan bawang merah bawang putih rawit wortel dan jahe aduk rata hingga harum masukkan tahu dan udang aduk rata hingga berubah warna beri air hingga sdikit merendam udang n tahu bumbui dg saus tiram saus tomat kecap dan garam biarkan air mendidih menyusut dan mulai mengental koreksi rasa masukkan daun bawang aduk sbentar matikan api sajikan yummy,udang,udang,tahu,wortel,bawang bombai,bawang putih
tumis udang dan udang krispi,"Udang--Brokoli dan kembang kol--1 Wortel--3 siung Bawang merah dan bawang putih--5 Cabai merah dan hijau--Saus tiram--Tepung beras, terigu, serba guna--Telur--Bumbu udang : bawang, merica, kunir--","Tumis cabai dan bawang--Masukkan udang tambah air--Masukkan wortel kemudian brokoli--Tambah garam, gula, saus tiram--Nb udang crispy: ulek bawang, merica, kunir. Kemudian masukkan udang diamkam 15 menit. Kemudian masukkan tepung, telur, tepung--",udang,udang,brokoli,wortel,cabai,bawang merah
tumis udang enoki,10 ekor udang putih besar--1/2 plastik jamur enoki--sawi sendok sesuai selera--2 siung bawang merah--2 buah cabai rawit--1 siung bawah putih--minyak ikan--saus tiram--saus tomat--garam--merica--sedikit air--,"Bersihkan udang, boleh dikupas boleh engga, buang akar dr jamur enoki potong jd dua, sawi di bersihkan lalu dipotong sesuai selera--Cincang bawang merah bawang putih dan cabai--Tumis dengan sedikit mentega bahan yang sudah dicincang halus hingga wangi--Masukkan udang smpai warna merah, masukkan sawi--Bumbui dgn minyak ikan, saus tiram, saus tomat, garam dan merica, beri sedikit air, koreksi rasa--Masukkan jamur enoki. Setelah air mulai berkurang dan jamur enoki agak layu matikan api--Siap disajikan pake nasi anget dan taburan bawang goreng--Selamat mencoba",udang,udang,jamur,sawi,cabai,bawang merah
tumis udang kacang panjang non msg,"1 Gengam Udang--6 Helai Kacang Panjang--1 Kotak kecil Tempe--4 Siung Bawang Merah--4 Siung Bawang Putih--1,5 Sdm Saos Tiram--Kecap--Kaldu Sapi non msg--Garam--2 buah cabe merah besar--2 buah cabe hijau--","Potong tempe kotak kotak kecil, lalu goreng--Tumis bawang putih dan bawang merah yang telah diiris2 kecil dengan sedikit minyak--Setelah bawang setengah matang, tambahkan udang--Kemudian tambahkan kacang panjang yang telah dipotong2 dan cabe--Selanjutnya tambahkan tempe, saori saos tiram, sedikit kecap, garam dan kaldu non msg. Test rasa. Alhamdulillah jadi...--",udang,udang,kacang panjang,tempe,bawang merah,bawang putih
tumis udang kacang panjang tanpa ribet,300-400 gr udang--250 gr kacang panjang--4 siung bawang merah--3 siung bawang putih--2 buah cabe rawit--Garam--Gula--Penyedap--,"Cuci bersih udang buang kepalanya (kulit udangnya saya kupas)--Potong & cuci kacang panjang--Tumis bawang merah,bawang putih & rawit tunggu hingga harum--Masukan udang masak hingga berubah warna--Masukan kacang panjang tambahkan sdikit air--Beri garam,gula & penyedap--Tes rasa tunggu hingga matang--",udang,udang,kacang panjang,cabai,bawang merah,bawang putih
tumis udang kembang kol,500 gr udang--Putih telur yang sudah d kukus--1 Kembang kol--sesuai selera Jamur--1 keris petai--3 Cabai merah besar--sesuai selera Cabai rawit merah--1/2 siung Bawang Bombay--5 siung bawang merah--3 siung bawang putih--1-2 sachet saus tiram--1 sdm tepung maizena larutkan dengan air Bu--Penyedap rasa Royco rasa sapi--,"Goreng 1/2 matang udang yg sudah d bersih kan, dan goreng putih telur yg d potong dadu untuk jamur bisa di suir"" kan, dan iris kembang kol dengan ukuran sesuai selera--Iris bawang merah, bawang putih, bawang Bombay dan cabai..--Tumis bawang putih bawang merah dan bawang Bombay hingga harum dan warnanya seperti bawang goreng, lalu masukkan lagi cabai--Masukkan semua bahan"" masak hingga 1/2 matang, jgn lupa saus tiram dan penyedap rasa nya--Masak hingga bumbu meresap dan sajikan",udang,udang,telur,kembang kol,jamur,petai
tumis udang kribo,250 gram udang--2 buah brokoli--5 cabai rawit--5 bawang merah--3 bawang putih--Tomat--Gula--Garam--Telur--,"Tumis bawang merah dan putih hingga harum, masukan cabai tomat dan garam serta gula.--Masukan brokoli dan udang--Tambahkan telur ketika brokoli sudah hampir matang, koreksi rasa. Udang kribo siap disajikan--",udang,udang,brokoli,cabai,bawang merah,bawang putih
tumis udang paprika,"250 gr udang segar--2 batang sawi daging--1 buah wortel--1 buah paprika merah--4 siung bawang putih--2 siung bawang merah--garan,kecap manis,saus tiram,saus pedas,saus lada hitam,minyak--","Siapkan bahan n bumbu, cuci bersih. Buang kepala udang. Potong2 sayuran. Geprek bawang putih bawang merah.--Panaskan minyak, tumis bumbu sampai harum.--Masukkan udang n wortel, tambahkan bumbu yg lain. Tumis sampai wortel layu.--Masukkan paprika, aduk sampai layu, masukkan sawi, aduk rata, tes rasa paskan sedapnya. Angkat...siap disajikan--",udang,udang,paprika,wortel,sawi,bawang putih
tumis udang pare,Udang--Pare--Bawang putih--Bawang merah--Cabe merah besar--Cabe rawit--,"Jumlahnya dikira2 aja ya...pare diremas2 dlu dengan garam kmd tambahkan air lalu diamkan sebentar utk menghilangkan rasa pahitnya, kmd bersihkan. bawang putih, bawang merah, cabe merah besar dan cabe rawit diiris tipis kemudian ditumis.--Masukkan udang, aduk sebentar tambahkan sedikit air.--Masukkan pare, tambahkan gula dan penyedap. Tunggu sampai kuah agak menyusut.--",udang,udang,pare,cabai,bawang merah,bawang putih
tumis udang pedas,1/2 kg Udang--6 siung Bawang Merah--4 siung Bawang Putih--20 biji Cabe Rawit--1 buah Tomat Merah--1 sdm Saos Tiram--1 sdm Saus Cabe--secukupnya Gula--secukupnya Garam--Penyedap Rasa--1/2 gelas air--Minyak untuk Menumis--,"Kupas udang, buang kepala dan kulitnya--Iris cabe rawit, bawang merah, bawang putih, dan tomat--Panaskan wajan, tuang sedikit minyak, masukkan irisan bumbu, tumis sampai harum--Masukkan udang kupas, tumis sampai berubah warna, masukkan air, saos tiram, saus cabe, gula, garam dan penyedap--Tunggu sampai kuah agak mengental dan menyusut. Koreksi rasa, hidangkan--",udang,udang,cabai,tomat,bawang merah,bawang putih
tumis udang saus tiram,1/2 Kg Udang--2 Papan Pete--4 Helai Kacang Panjang--1 Papan Panjang Tempe--8 Bawang Putih (Cincang Halus)--8 Bawang Merah (Cincang Halus)--4 Cabe Merah--5 Sendok Kecap Manis--5 Sendok Saos Tiram--1 Bungkus Penyedap Rasa Ayam--,"Tumis Bawang Putih dan Bawang merah sampai harum.--Sudah harum, masukkan udang sampai setengah matang (berubah warna)--Saat sudah setengah matang. masukkan kacang panjang, cabe dan pete. Tumis sampai kacang panjang layu--Setelah itu masukkan tempe (yg sudah digoreng setengah matang)--Terakhir masukkan Saos Tiram, Kecap Manis dan penyedap rasa dan cicip--",udang,udang,petai,kacang panjang,tempe,bawang putih
tumis udang sayur,8 ekor udang besar--1 buah tempe (potong dadu)--6 buah jagung muda (iris tipis)--2 buah sawi--5 buah bakso--secukupnya Jamur hitam--secukupnya Selada--secukupnya Gula garam lada--1 sdt minyak wijen--2 sdm kecap manis--5 siung bawang merah--4 siung bawang putih--8 buah cabai rawit--,"Goreng terlebih dahulu tempe yg sudah di potong-potong dadu tadi sampai kering.--Tumis bawang putih, bawang merah sampai harum. Kemudian masukkan udang yg sudah di bersihkan kulitnya. Tumis sampai udang berubah warna menjadi merah.--Masukkan bakso, jagung muda, jamur, tempe. Tambahkan air secukupnya. Tambah gula garam lada. Koreksi rasa.--Tambahkan kecap dan minyak wijen.--Jika di rasa sudah mulai matang, masukkan sawi dan cabai rawit, aduk rata.--Siap di hidangkaaan.--",udang,udang,tempe,jagung,sawi,bakso
tumis udang tahu pedas,1/2 kg udang sedang--3 potong tahu--20 biji cabe rawit (disesuaikan ya yg suka pedes)--5 siung bawang merah--3 siung bawang putih--3 biji kemiri--2 biji cabe besar merah--5 buah tomat--secukupnya Minyak goreng--Secukupnya penyedap rasa--Secukupnya gula pasir--,"Kuliti udang dan potong-potong kecil tahunya lalu sisihkan...--Blender bumbu, cabe rawit, bawang merah, bawang putih, kemiri dan cabe besar merah... untuk tomat iris tipis-tipis saja...--Siapkan wajan dan panaskan minyak. Lalu tumis bumbu yang sudah diblender, beri gula pasir secukupnya.. klo sudah mulai wangi, tuangkan tomat..--Setelah bumbu tercampur, tuangkan air secukupnya... lalu tuangkan udang dan tahunya.. jann lupa penyedap rasa--Tunggu sampe tahunya masak dan udangnya berubah warna menjadi merah...--Sisihkan dan selamat menikmati yaa bunda",udang,udang,tahu,cabai,bawang merah,bawang putih
tumis udang tempe,3 siung bawang merah--3 siung bawang putih--2 buah cabe rawit--1 buah tomat keriting--1/8 tempe iris kecil--Beberapa udang--Secukupnya garam dan gula--Saos Tiram--Kecap Pedis--,"Tiriskan bawang putih, bawang merah dan cabe lalu tumis hingga harum--Tambahkan air sedikit lalu masukkan tempe dan udang--Tambahkan secukupnya garam dan gula--Tambahkan sedikit saos tiram dan kecap pedas manis--Masukkan tomat yg telah di potong kecil2. Aduk sampai merata dan lihat kematangan udangnya. Sajikan dengan hangat--",udang,udang,cabai,tomat,tempe,bawang merah
tumis wortel buncis jagung dan telur,"2 buah wortel--1 butir telur--15 batang buncis--1 buah jagung--2 buah bawang merah--2 buah bawang putih--2 buah cabai keriting--Secukupnya garam, penyedap rasa, gula, ladaku--","Iris wortel kotak2 kecil, dan buncis iris kecil. Kemudian jagung ambil bijinya saja.--Panaskan air, tunggu hingga mendidih. Masukan semua sayuran yang telah d siapkan. Tunggu hingga setengah matang. Angkat--Iris tipis bawang merah, bawang putih dan cabai--Panaskan minyak, goreng bawang hingga wangi lalu masukan telur orak-arik. Tambahkan garam sedikit. Lalu masukan sayuran yang sudsh d rebus setengah matang tadi. Tambahkan ladaku, gula, penyedap rasa. Tes rasa.--",telur,telur,wortel,buncis,jagung,bawang merah
tumis wortel buncis udang,"Wortel--Buncis--Udang--2 siung bawang putih--3 siung bawang merah--2 lembar daun salam--1 ruas lengkuas (geprek)--Garam, gula, kecap manis, dan saori (secukupnya)--Air (secukupnya--1/2 buah tomat--","Potong2 wortel dan buncis sesuai selera lalu cuci bersih--Kupas udang dan cuci bersih--Iris bawang putih, bawang merah dan tomat lalu tumis bersamaan dengan daun salam dan lengkuas lalu masukan udang (masak dengan api kecil biar ga gosong 😁) lalu masukan garam, gula, kecap manis dan saori, tumis hingga wangi--Masukan buncis dan wortel aduk2 lalu tambahkan air (tunggu sampai mendidih dan sayuran masak)--Koreksi rasa lalu siap hidangkan--",udang,udang,wortel,buncis,bawang putih,bawang merah
tutosaud yummy tumies tauge sawi udang,"250 gram toge--6 lembar sawi putih, potong kecil memanjang--secukupnya Udang segar tanpa kulit--1 butir telur ayam--2 buah Bawang putih geprek dan cincang kasar--1 buah cabe merah (iris miring)--1 buah cabe hijau (iris miring)--5 buah cabe rawit (iris)--1 buah tomat (potong dadu sedang)--Sedikit kecap manis--Saos tiram (saya pake saori)--Sedikit lada--Sedikit garam--Sedikit gula pasir--","Telur masukkan dalam mangkok tambahkan sedikit garam, lada dan kocok--Tumis bawang putih sampai harum masukkan cabe merah, hijau sampai agak layu--Masukkan telur, masak merata baru di gongsong, masukkan udang, aduk dan masak kurleb 2 menit sampai udang mulai memerah.--Masukkan sawi, campur sampai sedikit layu dan masukkan toge aduk--Tambahkan garam, gula, saos tiram dan kecap, masak, tambahkan cabe rawit dan tomat cicip dan tes rasa, jika sdh cukup rasa, masak kurleb 2-3 menit--Tutosaud pun siap dihidangkan--",udang,udang,tauge,sawi,telur,bawang putih
udang ala ala,1/4 kg udang--5 buah cabe keriting--5 siung bawang merah--3 siung bawang putih--Kemiri--Tomat--Sereh--Daun salam--Daun jeruk--Garam--Gula merah--1 bungkus magic lezat (optional)--,"Bersihkan udang (buang kepala) sisihkan--Haluskan (kemiri, bawang putih, cabe keriting, tomat, garam dan gulamerah)--Iris bawang merah--Tumis bawang merah sampe harum--Masukan bumbu yg telah dihaluskan beserta salam sereh dan daun jeruk--Setelah bumbu masak, masukan udang dan beri sedikit air.--Tambahkan magic lezat secukupnya--Setelah udang matang, tes rasa dan sajikan--Udang ala ala sudah jadii--",udang,udang,cabai,tomat,bawang merah,bawang putih
udang anti pelakor low carbo,1/4 kg udang kupas--3 ons buncis--5 ons wortel--4 siung bawang putih memarkan--5 butir bawang merah memarkan--1 ruas jari laos--1 sdt garam--1/2 sdt merica--1/2 sdt oregano--125 ml air--1 sdm butter--1 sdm cabai bubuk bila suka pedas--,"Panaskan wajan anti lengket, masukkan bawang merah, bawang putih dan laos, tumis hingga wangi--Masukkan udang kupas, aduk hingga udang merah. Masukkan wortel dan air. Biarkan mendidih sebentar--Masukkan buncis dan semua bumbu kecuali cabai, aduk rata. Terakhir masukkan cabai bila suka pedas.. biarkan air meresap dan siap dihidangkan selagi hangat--",udang,udang,buncis,wortel,bawang putih,bawang merah
udang asam manis,1/4 udang--Tahu--Tempe--5 siung bawang merah--2 siung bawang putih--Cabai kecil--Cabai besar--Lemon/jeruk nipis--1 buah tomat--,"Cuci bersih udang--Potong tahu tempe sesuai selera--Potong kecil"" (bawang merah, putih,tomat dan cabai)--Tumis dahulu tomat dan bawang hingga agak matang--Masukkan udang dan tambah sedikit air--Peras lemon/jeruk nipis--Masukkan tahu dan tempe.--Tambahkan gula garam dan sedikit lada bubuk.--Tunggu hingga matang dan siap sajikan--",udang,udang,tahu,tempe,tomat,bawang merah
udang asam manis pedas,1/4 kg udang segar--15 buah cabe merah--1 buah nanas uk kecil--4 siung bawang merah--2 siung bawang putih--1/2 buah tomat--secukupnya Saos sambal dan saos tomat--secukupnya Gula dan garam--1 ruas jahe--1 ruas lengkuas--,"Cuci bersih udang, sisihkan.--Ulek cabe merah dan duo bawang. Tumis hingga harum, tambahkan jahe dan lengkuas.--Cuci bersih nanas potong dan masukan ke tumisan cabe.--Tambahkan saos tomat, saos sambal, garam dan gula sambil dites rasa.--Masukkan udang, ksh sedikit air. Tunggu hingga air agak menyusut. Jika rasa sudah pas dan udang sdh matang. Angkat dan sajikan.--",udang,udang,cabai,nanas,bawang merah,bawang putih
udang asam manis sederhana banget,1/2 kg udang ukuran sedang--3 buah wortel potong memanjang--2 siung bawang putih--1 butir bawang bombay--10 buah Cabe rawit--1 sachet saus tomat delmonte--secukupnya Saus cabe abc botolan--Sejumput garam--,"Bersihkan udang, buang kepala dan ekor nya, lalu tiriskan, taburi tepung terigu, aduk2 lalu goreng--Kupas wortel potong memanjang--Tumis bawang putih dan Bombay sampai harum--Masukan wortel beri sedikit air masak hingga empuk--Masukan saos tomat dan saos cabe, beri sedikit garam dan penyedap--Masukan udang, aduk2 dan tambahkan rawit bila suka--Siap di santap--",udang,udang,wortel,cabai,bawang bombai,bawang putih
udang asem manis,500 gr udang--3 siung bawang merah--3 siung bawang putih--bawang bombay--2 buah cabe merah(tergantung selera)--1 buah tomat--1 bungkus tepung bumbu siap pakai--5 sdm saos tomat--1 sdt tepung maizena(larutkan dgn sedikit air)--minyak untuk menggoreng--,"Kupas udang terus cuci bersih--Goreng udang dengan tepung bumbu sampe abis,,sisihka--Iris bawang merah,bawang putih,bawang bombay,cabe merah,tomat--Panaskan minyak,tumis bawang bombay sampe layu,lalu masukan bawang merah,bawang putih,cabe merah & tomat,tumis hingga harum l,masukan air secuku ny,masukan garem,gula pasir,lada bubuk secukupny,,(yg biasa pake penyedap rasa jg boleh di tambahkan sedikit),,terus masukan saos tomat dan maizena--Setelah kental masukan udang yg udah di goreng,aduk sebentar terus matikan apiny--Taruh di mangkok,, sajikan--",udang,udang,tomat,cabai,bawang merah,bawang putih
udang balado patai,150 gr udang putih--8 biji petai--10 buah cabe keriting merah--4 siung bawang merah--1 buah tomat--,"Bersihkan udang lalu tumis sebentar saja, tiriskan--Tumis petai sebentar saja, tiriskan--Blender cabe dan bawang beri garam secukupnya--Iris tomat tipis tipis, tumis lalu masukkan cabe yg telah di blender, setelah harum masukkan petai dan udang--Kalau suka tambahkan air sedikit--",udang,udang,petai,cabai,tomat,bawang merah
udang barbeque with sayur brokoli and pentol,1/2 kg Udang--1 Bawang bombay--3 siung Bawang putih--2 siung Bawang merah--1 buah Tomat--1 Sayur Brokoli--secukupnya Gula--secukupnya Penyedap--1 saset Bumbu Barbeque--,"Goreng Udang terlebih dahulu, dan godok brokoli terlebih dahulu--Sebagai awal pemasakan, Oseng Bawang merah, bawang putih, dan bawang bombay yang sudah di potong-potong. Tunggu sampai baunya harum--Kemudian masukkan Udang, brokoli, pentol, dan tomat--Masukkan 1 saset saus barbeque. Kasih air secukupnya dan aduk sampai merata--Cicipi rasa, jika kurang pas tambahkan gula secukupnya. Tunggu sampai bumbu mengetal--Sajikan sesuai selera--",udang,udang,tomat,brokoli,bawang merah,bawang putih
udang berpetai,1/4 udang--4 potong tahu putih iris dadu goreng tiriskan--1 buah pete--Cabai merah ijo potong serong--Bawang putih--bawang merah--bawang bombay--,Tumis semua bawang2 an--Masukan udang goreng setengah zampai coklat.--Masukan tahu.. bakso (potong kecil).. pete--Tambah kecap manis.. saori.. saos sambel.. gula pasir.. cek rasa.. aduk2..--Jika udah enak sajikan...--,udang,udang,tahu,petai,cabai,bawang putih
udang brokoli saus pedas manis,"100 gram udang kupas--1 tangkai brokoli--2 buah wortel ukuran kecil--1 bawang bombay ukuran kecil, iris kasar--2 bawang merah, iris tipis--3 bawang putih, iris tipis--3 cabe rawit setan, iris tipis--3 cabe merah, iris tipis--2 sdm saos tomat--1 sdm saos cabe--1 sdt saos tiram--1 sdm madu--Secukupnya lada bubuk, garam, penyedap dan gula--Sedikit air--","Tumis bumbu iris sampai harum. Lalu masukkan wortel, tumis sampai layu--Tambahkan semua saos, lada bubuk, garam, gula, peyedap dan madu. Tambahkan sedikit air, aduk rata dan koreksi rasanya--Masukkan brokoli dan udang. Masak sampai udang matang dan bumbu meresap--Udang brokoli saos pedas manis siap disajikan...--Selamat mencoba resepnya--",udang,udang,brokoli,wortel,bawang bombai,bawang merah
udang bumbu pedas,"1/5 kg udang--6 siung bawang putih--6 siung bawang merah--secukupnya Cabe merah--Tomat--Lengkuas--Penyedap :garam,gula,royko--secukupnya Air--Minyak untuk menumis--","Kupas kulit,kepala udang dan cuci bersih--Ulek bumbu: bawang merah,putih cabe,tomat,hingga halus,lengkuas ckp digeprek j--Panaskan minyak tumis bumbu hingga harum lalu masukan udang beri sedikit air--Masukan garam,gula dan penyedap rasa koreksi rasa dan masak hingga matang--Udang bumbu pedas siap disajikan--",udang,udang,cabai,tomat,bawang merah,bawang putih
udang buncis saus asam pedas,"1/4 kg udang--1 ons buncis dipotong2--1 buah paprika merah diiris--1/2 buah bawang bombay diiris--1 buah tomat dipotong2--1/2 buah jeruk nipis--1 Batang daun bawang diiris--2 lembar daun jeruk--3 sdm saos tiram--5 sdm saos tomat--3 sdm saos sambal--50 ml air--Bumbu halus :--5 buah bawang merah--3 buah bawang putih--4 buah cabe merah--Secukupnya garam, gula, kaldu jamur--","Kupas dan bersihkan udang, cuci bersih, beri air perasan jeruk nipis dan garam, diamkan lebih kurang 10-15 menit--Tumis bumbu halus, bawang bombay, dan daun jeruk. Masukkan udang dan aduk rata. Masukkan garam, gula, dan kaldu jamur--Tambahkan air, masukkan buncis dan paprika. Masukkan semua saos. Setelah meletup, masukkan tomat dan daun bawang. Aduk sebentar. Siap disajikan--",udang,udang,buncis,paprika,tomat,bawang bombai
udang buncis saus tiram sederhana enak dan simple,1/4 udang segar--1 genggam buncis muda--5 siung Bawang merah--2 siung Bawang putih--10 Cabe setan--2 sdm Saori--Minyak goreng--Air--,Cuci bersih udang buang kepala dan ekornya rendam dengan jeruk nipis--Potong kecil buncis sesuai selera didihkan air rebus sebentar saja--Iris bumbu siapkan minyak unk menggoreng masukan bumbu tumis sampe harum masukan udang aduk rata biarkan sampe udang berubah warna masukan buncis taburkan masako kasih air sedikit tutup--Aduk rata setelah terasa sudah matang angkat dan tidak perlu menambahkan penyedap rasa lg ya bunda saori saja sudah enak koq.... Selamat mencoba :)--,udang,udang,buncis,cabai,bawang merah,bawang putih
