NAMA_RESEP,BAHAN,CARA_MEMBUAT,DURASI,PORSI,LINK,RATING,KALORI,IMG_LINK
Resep Nasi Goreng Tauge kaya zat besi,"400gr Nasi putih
100gr Tauge
50gr Sawi hijau
150gr Tempe
20gr Cabai merah
50gr Rebon goreng
40gr Daun bawang4sdm Minyak goreng
1bks Sajiku® Nasi Goreng Rasa Ayam (20 gr)
Bakwan Sayur
60gr Wortel
3gr Seledri
7gr Daun bawang20gr Kol
25gr Tauge
50gr Jagung pipilan
1bks Sajiku® Tepung Bumbu Bakwan Crispy
130ml Air
Minyak goreng secukupnya400gr Nasi putih100gr Tauge50gr Sawi hijau150gr Tempe20gr Cabai merah50gr Rebon goreng40gr Daun bawang4sdm Minyak goreng1bks Sajiku® Nasi Goreng Rasa Ayam (20 gr)Bakwan Sayur60gr Wortel3gr Seledri7gr Daun bawang20gr Kol25gr Tauge50gr Jagung pipilan1bks Sajiku® Tepung Bumbu Bakwan Crispy130ml AirMinyak goreng secukupnya","Siapkan nasi, daun bawang, tauge, minyak, cabai iris, sawi yang sudah dipotong kecil kecil. Siapkan juga rebon dan tempe iris yang sudah digoreng.Panaskan minyak goreng dengan api sedang, dan tumis sayur yang sudah disiapkan sampai sedikit layu, kemudian masukan rebon dan tempe.Tuang nasi putih ke dalam panci bersama sayuran yang sudah dimasak.Taburkan Sajiku Nasi Goreng Rasa Ayam. Aduk rata semua bahan dan masak hingga sayuran matang dan bumbu tercampur rata.",Waktu Memasak 30 menit,2 Porsi,https://www.dapurumami.com/resep/nasi-goreng-tauge-kaya-zat-besi-ckDOh,4.95,"1880
Kkal","https://du-static-assets.storage.googleapis.com/recipe/ckDOh/Nasi%20Goreng%20
Tauge_940x576px_Cover.jpg"
Resep Tumis Tauge AJI-NO-MOTO®,"- 100 gr Tauge
- 1 bh Tahu Kuning
- 50 gr Jamur Tiram
- 1 btg Daun Bawang
- 2 siung Bawang Putih
- 1 bh Cabai Merah
- ½ sdt Garam
- ½ sdt AJI-NO-MOTO®
- 3 sdm Minyak Goreng- 100 gr Tauge- 1 bh Tahu Kuning- 50 gr Jamur Tiram- 1 btg Daun Bawang- 2 siung Bawang Putih- 1 bh Cabai Merah- ½ sdt Garam- ½ sdt AJI-NO-MOTO®- 3 sdm Minyak Goreng","Iris bawang putih, cabai merah, daun bawang, jamur tiram dan potong tahu kuning, sisihkan.Panaskan minyak goreng, masukkan bawang putih, tahu kuning, dan cabai merah. Tumis hingga harum.Masukkan jamur tiram, tauge, daun bawang, ½ sdt garam dan ½ sdt AJI-NO-MOTO®. Masak hingga matang, angkat dan sajikan.",Waktu Memasak 20 menit,3 Porsi,https://www.dapurumami.com/resep/tumis-tauge-aji-no-moto-VeXNd,4.5,"529
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Tumis%20Tauge%20AJI-NO-MOTO-bPxQ6C1658832408.png
Resep Tauge Tahu Spesial,"- 150 gr Tauge
- 100 gr Tahu Putih
- 3 siung Bawang Putih
- 2 siung Bawang Merah
- 1 bh Cabai Merah Keriting
- 1 bks SAORI® Saus Tiram
- 30 ml Minyak Goreng- 150 gr Tauge- 100 gr Tahu Putih- 3 siung Bawang Putih- 2 siung Bawang Merah- 1 bh Cabai Merah Keriting- 1 bks SAORI® Saus Tiram- 30 ml Minyak Goreng","Iris bawang putih, bawang merah, cabai merah keriting, potong tahu bentuk dadu.Panaskan minyak goreng, masukkan bawang putih, bawang merah, cabai merah keriting, tahu, aduk hingga harum.Masukkan tauge, SAORI® Saus Tiram, masak hingga matang.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/tauge-tahu-spesial-LyVsX,5.0,"482
Kkal",https://du-static-assets.storage.googleapis.com/recipe/LyVsX/1477106280.png
Resep Tumis Tauge Jamur,"- 100 gr Tauge
- 50 gr Jamur Tiram
- 1 bh Tahu Putih
- 2 siung Bawang Putih
- 1 bh Cabai Merah
- ½ sdt Garam
- 1 sdt AJI-NO-MOTO®
- 3 sdm Minyak Goreng- 100 gr Tauge- 50 gr Jamur Tiram- 1 bh Tahu Putih- 2 siung Bawang Putih- 1 bh Cabai Merah- ½ sdt Garam- 1 sdt AJI-NO-MOTO®- 3 sdm Minyak Goreng","Potong jamur tiram, tahu bentuk dadu, iris bawang putih dan cabai merah, sisihkan.Panaskan minyak goreng, masukkan bawang putih, tahu putih dan cabai merah, aduk hingga harum.Tambahkan tauge, jamur tiram, garam dan AJI-NO-MOTO®. Masak hingga matang, angkat, sajikan.",Waktu Memasak 40 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-tauge-jamur-y5fQx,4.85,"522
Kkal",https://du-static-assets.storage.googleapis.com/recipe/y5fQx/1485431017.png
Resep Sosis Tauge Teriyaki,"- 6 bh Sosis sapi
- 150g Tauge
- 10 bh Jagung muda
- 1/2 bh Bawang bombay
- 2 bh Cabai hijau
- 1 bks SAORI® Saus Teriyaki (30 g)
- 100ml Air
- 6 sdm Minyak goreng- 6 bh Sosis sapi- 150g Tauge- 10 bh Jagung muda- 1/2 bh Bawang bombay- 2 bh Cabai hijau- 1 bks SAORI® Saus Teriyaki (30 g)- 100ml Air- 6 sdm Minyak goreng","Potong dan kerat-kerat sosis. Potong potong jagung muda, bawang bombay, dan cabai hijau.Tumis bawang bombay hingga harum. Masukkan sosis, masak hingga matang.Masukkan jagung muda, cabai hijau, dan tauge, aduk rata.Masukkan SAORI® Saus Teriyaki, aduk rata. Tambahkan air, masak hingga matang, angkat, dan sajikan.",Waktu Memasak 20 menit,4 Porsi,https://www.dapurumami.com/resep/sosis-tauge-teriyaki-4M7Bi,5.0,"243
Kkal",https://du-static-assets.storage.googleapis.com/recipe/4M7Bi/129.jpg
Resep Tauge Kuah Santan,"- 200 gr daging ayam cincang
- 150 gr taoge, siangi
- 1 bh tomat merah, potong 8 bagian
- 2 btg daun bawang, iris tipis
- 2 siung bawang putih, cincang halus
- 3 sdm tauco, haluskan
- 1/2 sdt gula
- Garam secukupnya
- Gula secukupnya
- 500 ml santan dari 1/2 btr kelapa parut
- 3 sdm air asam jawa
- 3 sdm minyak goreng- 1 bks Masako® Rasa Ayam 11 gr- 200 gr daging ayam cincang- 150 gr taoge, siangi- 1 bh tomat merah, potong 8 bagian- 2 btg daun bawang, iris tipis- 2 siung bawang putih, cincang halus- 3 sdm tauco, haluskan- 1/2 sdt gula- Garam secukupnya- Gula secukupnya- 500 ml santan dari 1/2 btr kelapa parut- 3 sdm air asam jawa- 3 sdm minyak goreng- 1 bks Masako® Rasa Ayam 11 gr","Tumis bawang putih. Masukkan daging ayam cincang. Aduk-aduk sambil ditekan agar tidak menggumpal.Tambahkan tomat dan tauco, masak hingga tomat layu.Masukkan gula, santan, air asam jawa, dan Masako® Rasa Ayam. Didihkan. Masukkan taoge, aduk sebentar. Tambahkan garam dan merica. Taburi dengan irisan daun bawang. Sajikan.",Waktu Memasak 30 menit,5 Porsi,https://www.dapurumami.com/resep/tauge-kuah-santan-YYulC,5.0,"1545
Kkal",https://du-static-assets.storage.googleapis.com/recipe/YYulC/tauge-kuah-santan.jpg
Resep Tumis Sawi Putih Daging Ayam ala Masako®,"200 gr Dada ayam filet
200 gr Sawi Putih
½ sdt Masako® Rasa Ayam
3 siung Bawang Merah
3 siung Bawang Putih
1 sdm Saus tiram
2 bh Cabai merah keriting
3 sdm Minyak
½ sdt Gula
¼ sdt Lada
1 btg Daun bawang
50 ml Air200 gr Dada ayam filet200 gr Sawi Putih½ sdt Masako® Rasa Ayam3 siung Bawang Merah3 siung Bawang Putih1 sdm Saus tiram2 bh Cabai merah keriting3 sdm Minyak½ sdt Gula¼ sdt Lada1 btg Daun bawang50 ml Air","Potong sawi putih, bawang merah, bawang putih, dan cabe rawit lalu siapkan dada ayam, potong menjadi dadu kecil.Tuang minyak, tumis bawang merah, bawang putih setelah wangi lalu masukkan dada ayam.Masukkan saus tiram, gula, Masako® Rasa Ayam lada dan air. Masak hingga mendidih.Masukkan sawi putih dan daun bawang, aduk rata.Sajikan Tumis Sawi Putih Daging Ayam.",Waktu Memasak 20 menit,2 Porsi,https://www.dapurumami.com/resep/tumis-sawi-putih-daging-ayam-ala-masako,4.85,"201.9
Kkal",https://www.youtube.com/embed/QfAgAC16zyg
Resep Sawi Gulung Ayam Ala Masako®,"½ sdt Masako® Ayam
200 gr Daging sapi, giling
300 gr Daging ayam, cincang halus
¼ sdt Merica bubuk
5 siung Bawang putih, iris tipis dan goreng
2 sdm Tepung maizena
1 butir Telur
1 buah Wortel, potong dadu
1 batang Daun bawang, iris tipis
15 lembar Sawi putih, kukus sebentar hingga layu½ sdt Masako® Ayam200 gr Daging sapi, giling300 gr Daging ayam, cincang halus¼ sdt Merica bubuk5 siung Bawang putih, iris tipis dan goreng2 sdm Tepung maizena1 butir Telur1 buah Wortel, potong dadu1 batang Daun bawang, iris tipis15 lembar Sawi putih, kukus sebentar hingga layu","Siapkan bahan-bahan yang dibutuhkan sesuai dengan penjelasan pada resep.Masukkan daging sapi giling, ayam cincang, lada dan bawang putih goreng.Tambahkan, tepung maizena, telur, wortel dan irisan daun bawang. Lengkapi dengan Masako® Ayam.Ambil satu sendok isian, letakkan sawi yang telah dikukus kemudian lipat seperti amplop dan gulung. Kukus lagi selama 20 menit. Sajikan selagi hangat.",#ALL_SELECTORS_RETURN_NULL,#ALL_SELECTORS_RETURN_NULL,https://www.dapurumami.com/resep/sawi-gulung-ayam-ala-masako,4.95,"1632
Kkal",https://www.youtube.com/embed/cDws5eE8FwY
Resep Tumis Sawi Hijau Ala AJI-NO-MOTO®,"2 ikat Sawi Hijau
1 bh Tahu Kuning
1 bh Cabai Merah Besar2 siung Bawang Putih
1 sdt AJI-NO-MOTO®
1 sdm Garam
3 sdm Minyak Goreng
50 ml Air2 ikat Sawi Hijau1 bh Tahu Kuning1 bh Cabai Merah Besar2 siung Bawang Putih1 sdt AJI-NO-MOTO®1 sdm Garam3 sdm Minyak Goreng50 ml Air","Iris bawang putih dan cabai merah besar, potong dadu tahu kuning, dan sawi hijau, sisihkan.Panaskan minyak goreng, masukkan tahu kuning, tumis hingga berubah warna.Tambahkan bawang putih dan irisan cabai merah, tumis hingga harum, masukkan sawi hijau, AJI-NO-MOTO®, dan garam masak hingga matang, angkat dan sajikan.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-sawi-hijau-ala-aji-no-moto-6y0tZ,5.0,"0
Kkal",https://du-static-assets.storage.googleapis.com/recipe/6y0tZ/5-April-2019-RESEP-WEB.jpg
Resep Sup Sawi Daging Sapi Ala Masako®,"400 g daging sapi, potong dadu kecil
300 g caisim, potong ukuran 4 cm
10 bh bawang merah, iris melintang
10 bh bawang putih, iris melintang
7 bh cabai hijau keriting, iris melintang
3 bh belimbing wuluh, potong ukuran 1 cm
2 ltr air
2 bks Masako Rasa Sapi 11 g400 g daging sapi, potong dadu kecil300 g caisim, potong ukuran 4 cm10 bh bawang merah, iris melintang10 bh bawang putih, iris melintang7 bh cabai hijau keriting, iris melintang3 bh belimbing wuluh, potong ukuran 1 cm2 ltr air2 bks Masako Rasa Sapi 11 g","Rebus air, masukkan daging dan masak hingga empuk.Masukkan bawang merah, bawang putih, dan cabai hijau keriting lalu aduk.•	Tambahkan caisim, belimbing wuluh, dan Masako Rasa Sapi.Masak hingga matang dan sajikan.",Waktu Memasak 45 menit,4 Porsi,https://www.dapurumami.com/resep/sup-sawi-daging-sapi-ala-masako-cTwv3,5.0,"277
Kkal",https://du-static-assets.storage.googleapis.com/recipe/cTwv3/Web-Sup-Sawi-Daging-Sapi-FINAL.jpg
Resep Tumis Sawi Jamur ala Masako®,"200 gr Sawi Hijau
50 gr Jamur Kancing
½bks Masako® Rasa Ayam 11 gr
2 siung Bawang Merah
2 siung Bawang Putih
100 ml Air
3 sdm Minyak Goreng200 gr Sawi Hijau50 gr Jamur Kancing½bks Masako® Rasa Ayam 11 gr2 siung Bawang Merah2 siung Bawang Putih100 ml Air3 sdm Minyak Goreng","Iris bawang putih, bawang merah, dan jamur kancing, potong sawi hijau, sisihkan.Panaskan minyak, tumis bawang putih, bawang merah hingga harum.Masukkan jamur kancing, air, dan sawi hijau, aduk rata.Tambahkan ½ bks Masako® Rasa Ayam 11 gr, aduk sebentar, angkat dan sajikan.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-sawi-jamur-ala-masako-FCPYX,4.95,"343
Kkal","https://du-static-assets.storage.googleapis.com/recipe/FCPYX/Final%20Plating%20
logo.jpg"
Resep Tumis Sawi Putih,"- 1 Bonggol Sawi Putih
- 1 bh Tahu Kuning
- 1/2 bh Bawang Bombay
- 1 bh Cabai Merah
- 1 bh Cabai Hijau
- 4 bh Jamur Shitake
- 1 bks SAORI® Saus Tiram (30g)
- 2 sdm Minyak Goreng
- 1 sdt Tepung Maizena
- 150 ml air (3 sdm untuk melarutkan Maizena)- 1 Bonggol Sawi Putih- 1 bh Tahu Kuning- 1/2 bh Bawang Bombay- 1 bh Cabai Merah- 1 bh Cabai Hijau- 4 bh Jamur Shitake- 1 bks SAORI® Saus Tiram (30g)- 2 sdm Minyak Goreng- 1 sdt Tepung Maizena- 150 ml air (3 sdm untuk melarutkan Maizena)","Buang biji dan iris iris cabai merah. Buang biji dan potong segitiga cabai hijau.Iris iris bawang bombay. Potong potong tahu kuning, jamur shitake, dan sawi putih. Larutkan maizena.Tumis bawang bombay, cabai merah, cabai hijau, tahu kuning, dan jamur shitake hinggalayu.Masukkan sawi putih, air, dan SAORI® Saus Tiram, aduk hingga rata. Tambahkan larutan maizena, masak hingga kuah mengental, angkat, dan sajikan.",Waktu Memasak 15 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-sawi-putih-0PHfV,5.0,"97
Kkal",https://du-static-assets.storage.googleapis.com/recipe/0PHfV/175.jpg
Resep Sup Ikan Sawi Asin,"- 1 ekor ikan kakap merah, potong-potong
- 1 ikat sawi asin, potong-potong
- 5 siung bawang putih
- 3 bh kemiri, Sangrai
- 3 bh tomat hijau, potong 4- 750 ml air
- 1 sdt AJI-NO-MOTO®
- 1 sdm garam
- 1 sdm gula pasir
Pelengkap :
Campuran kecap asin dengan cabai rawit- 1 ekor ikan kakap merah, potong-potong- 1 ikat sawi asin, potong-potong- 5 siung bawang putih- 3 bh kemiri, Sangrai- 3 bh tomat hijau, potong 4- 750 ml air- 1 sdt AJI-NO-MOTO®- 1 sdm garam- 1 sdm gula pasirPelengkap :Campuran kecap asin dengan cabai rawit","Haluskan bawang putih dan kemiri.Potong potong tomat, sawi asin, dan ikan kakap.Masak air hingga mendidih, masukkan bumbu halus, ikan kakap, gula, garam dan AJI-NO-MOTO® .Tambahkan sawi asin dan tomat hijau, masak hingga matang, angkat dan sajikan.",Waktu Memasak 20 menit,4 Porsi,https://www.dapurumami.com/resep/sup-ikan-sawi-asin-rVQ9h,4.95,"164
Kkal",https://du-static-assets.storage.googleapis.com/recipe/rVQ9h/83.jpg
Resep Tumis Buncis Udang ala Masako®,"250 gr Buncis
20 gr Cabai rawit merah
100 gr Udang
2 gr Masako® Gurih Pas
35 gr Bawang merah
10 ml Minyak goreng
15 gr Bawang putih250 gr Buncis20 gr Cabai rawit merah100 gr Udang2 gr Masako® Gurih Pas35 gr Bawang merah10 ml Minyak goreng15 gr Bawang putih","Kupas kulit udang sisakan ekor dan bersihkan kotoran di dalam udang dengan menyayat bagian punggungnya.Potong menyerong buncis dan cabai rawit, setelah itu kupas lalu potong bawang putih dan bawang merah kemudian sisihkan.Panaskan minyak lalu tumis bawang merah dan putih hingga wangi, tambahkan udang masak hingga berwarna kemerahan, kemudian tambahkan buncis dan cabai rawit merah.Terakhir bumbui dengan Masako® Gurih Pas lalu aduk hingga merata, tumis buncis hingga matang lalu sajikan.",Waktu Memasak 20 menit,2 Porsi,https://www.dapurumami.com/resep/tumis-buncis-udang-ala-masako,4.9,"149
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Tumis%20Buncis%20Udang%20ala%20Masako%C2%AE_Reco-vycE961675079256.webp
Resep Sup Ayam Buncis ala Masako®,"200 gr Dada ayam
100 gr Buncis
100 gr Wortel
1 bh Kentang
1 bh Tomat
1½ sdm Masako® Rasa Gurih Pas
1 btg Daun bawang
3 siung Bawang putih, iris
3 siung Bawang putih, iris
1300 ml Air
1 sdm Minyak sayur200 gr Dada ayam100 gr Buncis100 gr Wortel1 bh Kentang1 bh Tomat1½ sdm Masako® Rasa Gurih Pas1 btg Daun bawang3 siung Bawang putih, iris3 siung Bawang putih, iris1300 ml Air1 sdm Minyak sayur","Tumis bawang merah dan putih hingga harum, masukkan air, masak hingga mendidih.Tambahkan ayam.Tambahkan kentang, wortel, dan buncis.Tambahkan Masako® Rasa Gurih Pas, masak hingga layu. Tambahkan daun bawang dan tomat.Sajikan hangat.",Waktu Memasak 25 menit,2 Porsi,https://www.dapurumami.com/resep/sup-ayam-buncis-ala-masako,4.95,"0
Kkal",https://www.youtube.com/embed/rpBEQ1INARI
Resep Oseng Buncis Telur Puyuh Ala Masako®,"¼ sdt Masako® Ayam
3 sdm minyak
½ butir bawang bombay, iris tipis
2 siung bawang putih, iris halus
4 buah tomat hijau kecil, belah 4
2 buah cabe merah besar, iris serong
2 buah cabe hijau besar, iris serong
200gr buncis, potong serong
20 butir telur puyuh, rebus¼ sdt Masako® Ayam3 sdm minyak½ butir bawang bombay, iris tipis2 siung bawang putih, iris halus4 buah tomat hijau kecil, belah 42 buah cabe merah besar, iris serong2 buah cabe hijau besar, iris serong200gr buncis, potong serong20 butir telur puyuh, rebus","Siapkan bahan-bahan yang dibutuhkan sesuai dengan penjelasan pada resep.Panaskan minyak goreng, tumis bombay dan bawang putih sampai harum. Tambahkan tomat, cabai merah, cabai hijau dan buncis. Aduk merata.Tambahkan Masako® Ayam, aduk sampai buncis menjadi agak layu.Masukkan telur puyuh, masak sampai matang. Angkat dan sajikan selagi hangat.",#ALL_SELECTORS_RETURN_NULL,4 Porsi,https://www.dapurumami.com/resep/oseng-buncis-telur-puyuh-ala-masako,4.8,590Kkal,https://storage.googleapis.com/dapurumami-test/recipe/Grading%20EditedArtboard%201%20copy%202.jpg
Resep Ayam Suwir Buncis Ala Sajiku®,"200 gr Ayam Rebus Suwir
100 gr Buncis
1 bks Sajiku® Bumbu Nasi Goreng Rasa Ayam
1 bh Cabai Merah
2 lbr Daun Jeruk
1 btg Daun Seledri
3 sdm Minyak Goreng200 gr Ayam Rebus Suwir100 gr Buncis1 bks Sajiku® Bumbu Nasi Goreng Rasa Ayam1 bh Cabai Merah2 lbr Daun Jeruk1 btg Daun Seledri3 sdm Minyak Goreng","Potong buncis, iris seledri dan cabai merah, sisihkan.Panaskan minyak, tumis cabai merah, daun jeruk, buncis, dan ayam suwir, aduk rata.Masukkan Sajiku® Bumbu Nasi Goreng Rasa Ayam.Tambahkan seledri, aduk rata, masak hingga matang, angkat dan sajikan.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/ayam-suwir-buncis-ala-sajiku-0qNfr,4.9,"555
Kkal",https://www.youtube.com/embed/n2SyXseVSPg
Resep Tumis Buncis Telur ala SAORI®,"100 gr Buncis Muda
1 btr Telur Ayam
1 bks SAORI® Saus Pedas ala Szechuan
½ bh Bawang Bombay
1 bh Cabai Merah Besar
10 ml Air
2 sdm Minyak Goreng100 gr Buncis Muda1 btr Telur Ayam1 bks SAORI® Saus Pedas ala Szechuan½ bh Bawang Bombay1 bh Cabai Merah Besar10 ml Air2 sdm Minyak Goreng","Potong bawang bombay, potong serong cabai merah besar, dan potong memanjang buncis.Panaskan minyak, kocok lepas telur ayam, tumis orak-arik, sisihkan.Masukkan bawang bombay, cabai merah, dan buncis, aduk rata.Masukkan air dan SAORI® Saus Pedas ala Szechuan. Aduk rata, masak hingga matang, angkat dan sajikan.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/tumis-buncis-telur-ala-saori-5QFJC,4.95,"6243
Kkal","https://du-static-assets.storage.googleapis.com/recipe/5QFJC/Final%20Plating%20
logo.jpg"
Resep Tongkol Tumis Buncis Masako®,"200 gr Buncis Muda
200 gr Ikan Tongkol
¼ bksMasako® Rasa Ayam
3 siung Bawang Putih Iris
5 siung Bawang Merah Iris
2 bh Cabai merah keriting, potong
50 ml Air
2 sdm Minyak Goreng
1 sdm Kecap Manis200 gr Buncis Muda200 gr Ikan Tongkol¼ bksMasako® Rasa Ayam3 siung Bawang Putih Iris5 siung Bawang Merah Iris2 bh Cabai merah keriting, potong50 ml Air2 sdm Minyak Goreng1 sdm Kecap Manis","Potong dadu ikan tongkol, potong memanjang buncis.Panaskan minyak, tumis ikan tongkol hingga setengah matang.Masukkan bawang merah iris, bawang putih iris, cabai merah potong, dan daun salam, tumis hingga harum.Masukan buncis, air, Masako® Rasa Ayam, dan Kecap Manis. Masak hingga matang.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/tongkol-tumis-buncis-masako-l6oGq,5.0,"482
Kkal",https://www.youtube.com/embed/gPEoD8ITRe0
Resep Buncis Gulung Saus Teriyaki,"- 4 lbr Daging Sapi Asap
- 8 bh Buncis
- 1 bks SAORI® Saus Teriyaki
- 4 sdm Minyak Goreng
- 50 ml Air- 4 lbr Daging Sapi Asap- 8 bh Buncis- 1 bks SAORI® Saus Teriyaki- 4 sdm Minyak Goreng- 50 ml Air","Iris daging sapi asap menjadi 2 bagian, potong buncis menjadi 3 bagian.Gulung 3 potong buncis dengan daging asap, tusuk dengan tusuk gigi, sisihkan.Panaskan minyang goreng, panggang/masak buncis gulung hingga kecoklatan.Tambahkan SAORI® Saus Teriyaki dan air. Aduk rata, masak hingga matang.Angkat dan Sajikan.",Waktu Memasak 40 menit,4 Porsi,https://www.dapurumami.com/resep/buncis-gulung-saus-teriyaki-MPfkF,5.0,"563
Kkal",https://du-static-assets.storage.googleapis.com/recipe/MPfkF/1494575825.png
Resep Buncis Special Masako®,"- 3 sdm minyak goreng
- 100 gr daging ayam cincang
- 1 bh cabai merah besar
- 200 gr baby buncis
- 100 ml air
- 1 bks Masako® Rasa Ayam 11 gr- 3 sdm minyak goreng- 100 gr daging ayam cincang- 1 bh cabai merah besar- 200 gr baby buncis- 100 ml air- 1 bks Masako® Rasa Ayam 11 gr","Cincang cabai merah, potong baby buncis, sisihkan.Panaskan minyak, masukkan daging ayam cincang, aduk hingga berubah warna.Masukkan cabai merah, buncis, air, Masako® Rasa Ayam, aduk rata, masak hingga matang, sajikan.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/buncis-special-masako-pMihP,5.0,"462
Kkal",https://du-static-assets.storage.googleapis.com/recipe/pMihP/270.jpg
Resep Buncis Telur Asin,"- 200 gr buncis
- 2 btr telur asin mentah
- 100 gr daging ayam giling
- 2 bh cabai merah
- 1/2 siung bawang bombay
- 1 bks SAORI® Saus Tiram
- 100 ml air
- 6 sdm minyak goreng- 200 gr buncis- 2 btr telur asin mentah- 100 gr daging ayam giling- 2 bh cabai merah- 1/2 siung bawang bombay- 1 bks SAORI® Saus Tiram- 100 ml air- 6 sdm minyak goreng","Iris bawang bombay dan cabai merah. Potong buncis dan kocok telur asin.Tumis bawang bombay dan cabai merah hingga harum. Masukkan daging ayam giling, masak hingga matang.Masukkan telur asin, diamkan sebentar, orak-arik.Masukkan buncis, SAORI Saus Tiram, dan air, aduk rata. Masak hingga matang, angkat, dan sajikan.",Waktu Memasak 15 menit,4 Porsi,https://www.dapurumami.com/resep/buncis-telur-asin-IeUYr,5.0,"227
Kkal",https://du-static-assets.storage.googleapis.com/recipe/IeUYr/141.jpg
Resep Buncis Tabur Udang,"- 250 gr udang jerebung ukuran kecil
- Minyak goreng untuk menggoreng
- 250 gr buncis, buang ujungnya
- 5 siung bawang putih, cincang halus
- 2 sdt minyak wijen
- 1 sdm saus tiram
- 2 sdm kecap asin
- Masako® Rasa Ayam secukupnya- 250 gr udang jerebung ukuran kecil- Minyak goreng untuk menggoreng- 250 gr buncis, buang ujungnya- 5 siung bawang putih, cincang halus- 2 sdt minyak wijen- 1 sdm saus tiram- 2 sdm kecap asin- Masako® Rasa Ayam secukupnya","Kupas bersih udang, cincang kasar, sisihkan.Panaskan minyak goreng, goreng buncis sebentar, angkat dan sisihkan.Tumis bawang putih cincang dengan 1 sdm minyak, masukkan udang, aduk-aduk hingga berubah warna.Masukkan minyak wijen, buncis, saus tiram, kecap asin dan Masako® Rasa Ayam, lalu aduk hingga rata dan matang.",Waktu Memasak 30 menit,6 Porsi,https://www.dapurumami.com/resep/buncis-tabur-udang-L8dcl,4.85,"694
Kkal",https://du-static-assets.storage.googleapis.com/recipe/L8dcl/buncis-tabur-udang.jpg
Resep Gurame Renyah Selada,"- 1 ekor ikan gurame
- 3 sdm air jeruk nipis
- Minyak goreng untuk menggoreng
- Masako® Rasa Ayam secukupnya
Saus mangga :
- 2 bh mangga muda, kupas serut kasar
- 10 bh cabai rawit merah, iris halus
- 2 sdm gula pasir
- Masako® Rasa Ayam secukupnya- 1 ekor ikan gurame- 3 sdm air jeruk nipis- Minyak goreng untuk menggoreng- Masako® Rasa Ayam secukupnyaSaus mangga :- 2 bh mangga muda, kupas serut kasar- 10 bh cabai rawit merah, iris halus- 2 sdm gula pasir- Masako® Rasa Ayam secukupnya","Bersihkan ikan gurame, cuci bagian kulitnya, lalu lumuri dengan air jeruk nipis dan Masako® Rasa Ayam, sisihkan.Panaskan wajan, goreng ikan gurame sambil dibalik-balik sampai kering dan renyah, angkat dan tiriskan.Saus mangga : campur mangga serut bersama cabai rawit, gula pasir dan Masako ayam, aduk hingga rata. Simpan dalam lemari es.Sajikan ikan gurame goreng dengan saus mangga.",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/gurame-renyah-selada-ruwcI,5.0,"1830
Kkal",https://du-static-assets.storage.googleapis.com/recipe/ruwcI/gurame-renyah-selada.jpg
Resep Kentang Goreng Bolognese ala Masako®,"400 gr Kentang
4 buah sosis sapi
40 gr brokoli
30 gr keju mudah lelehSaus Bolognese :
50 gr daging cincang
1 sdt Masako® Sapi
50 gr wortel parut
¼ bh bawang bombai
½ sdt daun thyme
½ sdt lada
80 gr pasta tomat
2 sdm saus tomat
2 sng Bawang Putih
½ sdt gula pasir
3 sdm Minyak goreng
½ oregano400 gr Kentang4 buah sosis sapi40 gr brokoli30 gr keju mudah lelehSaus Bolognese :50 gr daging cincang1 sdt Masako® Sapi50 gr wortel parut¼ bh bawang bombai½ sdt daun thyme½ sdt lada80 gr pasta tomat2 sdm saus tomat2 sng Bawang Putih½ sdt gula pasir3 sdm Minyak goreng½ oregano","Goreng kentang dalam minyak panas hingga matang kecoklatanIris sosis sapi, tumis hingga berubah warnaTumis bawang bombai, bawang putih hingga harum. Masukan daging giling hingga matang, masukan pasta tomat, saus tomat yang sudah dihancurkan serta saus tomat. Tambahkan Masako® Sapi , dan bumbu lainnya serta masukan brokoli. Aduk hingga rata.Tuangkan saus ke kentang goreng. Sajikan hangat",Waktu Memasak 30 menit,2 Porsi,https://www.dapurumami.com/resep/kentang-goreng-bolognese-ala-masako,4.95,"3817
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Main%20Image%20Kentang%20Goreng%20Bolognese%20Bolognese%20ala%20Masako%201-xwVzTc1648558560.jpg
